census_year,building_address,clue_small_area,trading_name,business_address,industry_anzsic4_description,number_of_seats,longitude,latitude,location
2022,Lifestyle Working 818-838 Collins Street DOCKLANDS VIC 3008,Docklands,O-Bento,"Shop 8, 838 Collins Street DOCKLANDS VIC 3008",Cafes and Restaurants,26,144.9450194,-37.8210123,"-37.82101230354219, 144.9450193849"
2022,Concavo 1-13 Waterside Place DOCKLANDS VIC 3008,Docklands,Saluministi,892 Bourke Street DOCKLANDS VIC 3008,Cafes and Restaurants,12,144.9413874,-37.82006232,"-37.82006231645, 144.94138744512207"
2022,807-811 Bourke Street DOCKLANDS VIC 3008,Docklands,Cafenatics Forte,809 Bourke Street DOCKLANDS VIC 3008,Cafes and Restaurants,16,144.9450626,-37.81970439,"-37.81970438935, 144.94506260846123"
2022,840-850 Collins Street DOCKLANDS VIC 3008,Docklands,Neo Lemonade,"Tenancy 8, Gnd & Mezz 850 Collins Street DOCKLANDS VIC 3008",Cafes and Restaurants,60,144.9445442,-37.82093978,"-37.82093977871287, 144.94454424949998"
2022,840-850 Collins Street DOCKLANDS VIC 3008,Docklands,Sushi at the Dock,"Tenancy 7, Ground 850 Collins Street DOCKLANDS VIC 3008",Cafes and Restaurants,26,144.9445442,-37.82093978,"-37.82093977871287, 144.94454424949998"
2022,The Arkley 16-32 Rakaia Way DOCKLANDS VIC 3008,Docklands,Bhoj On Docklands,"Tenancy 4-5, 54 Newquay Promenade DOCKLANDS VIC 3008",Cafes and Restaurants,110,144.9412386,-37.8146047,"-37.8146047014, 144.94123862893565"
2022,The Arkley 16-32 Rakaia Way DOCKLANDS VIC 3008,Docklands,Bhoj On Docklands,"Tenancy 4-5, 54 Newquay Promenade DOCKLANDS VIC 3008",Cafes and Restaurants,80,144.9412386,-37.8146047,"-37.8146047014, 144.94123862893565"
2022,24-42 Newquay Promenade DOCKLANDS VIC 3008,Docklands,Achelya Cafe & Kebab Restaurant,23 Aquitania Way DOCKLANDS VIC 3008,Cafes and Restaurants,100,144.9421705,-37.8143613,"-37.81436129865, 144.9421704720731"
2022,The Nolan 37-43 Caravel Lane DOCKLANDS VIC 3008,Docklands,Steakhouse Grill 66,66 Newquay Promenade DOCKLANDS VIC 3008,Cafes and Restaurants,34,144.9406746,-37.81492163,"-37.8149216286, 144.94067463890494"
2022,"Restaurant 1, 45 Newquay Promenade DOCKLANDS VIC 3008",Docklands,Berth,"Restaurant 1, 45 Newquay Promenade DOCKLANDS VIC 3008",Cafes and Restaurants,190,144.9418378,-37.81514807,"-37.81514807043554, 144.9418377936"
2022,55 Newquay Promenade DOCKLANDS VIC 3008,Docklands,All Smiles,55B Newquay Promenade DOCKLANDS VIC 3008,Catering Services,150,144.9414163,-37.81534621,"-37.815346208250006, 144.94141629910104"
2022,55 Newquay Promenade DOCKLANDS VIC 3008,Docklands,All Smiles,55B Newquay Promenade DOCKLANDS VIC 3008,Catering Services,50,144.9414163,-37.81534621,"-37.815346208250006, 144.94141629910104"
2022,The Conder 2-16 Newquay Promenade DOCKLANDS VIC 3008,Docklands,Newquay Buffet and Bar,4-6 Newquay Promenade DOCKLANDS VIC 3008,Cafes and Restaurants,68,144.9436935,-37.81380592,"-37.81380592420325, 144.94369352525"
2022,The Conder 2-16 Newquay Promenade DOCKLANDS VIC 3008,Docklands,Docklands Lotus Restaurant,Part 12-16 Newquay Promenade DOCKLANDS VIC 3008,Cafes and Restaurants,30,144.9436935,-37.81380592,"-37.81380592420325, 144.94369352525"
2022,West Building Newquay Central 439-441 Docklands Drive DOCKLANDS VIC 3008,Docklands,Almina @ Docklands,106 Newquay Promenade DOCKLANDS VIC 3008,Cafes and Restaurants,150,144.9395816,-37.81524407,"-37.8152440667, 144.93958160663215"
2022,6-22 Pearl River Road DOCKLANDS VIC 3008,Docklands,Four Points By Sheraton Melbourne Docklands,443 Docklands Drive DOCKLANDS VIC 3008,Accommodation,110,144.9382926,-37.81545723,"-37.815457233029015, 144.9382925939"
2022,Aquavista 397-407 Docklands Drive DOCKLANDS VIC 3008,Docklands,Evergreen Cafe And Pizzeria,42 Caravel Lane DOCKLANDS VIC 3008,Cafes and Restaurants,20,144.9402116,-37.8142881,"-37.814288099349994, 144.9402116381848"
2022,Aquavista 397-407 Docklands Drive DOCKLANDS VIC 3008,Docklands,DUCK ME,405 Docklands Drive DOCKLANDS VIC 3008,Cafes and Restaurants,15,144.9402116,-37.8142881,"-37.814288099349994, 144.9402116381848"
2022,The District Docklands East Car Park 50-94 Waterfront Way DOCKLANDS VIC 3008,Docklands,Shall We Coffee,"Kiosk 4-5, Ground 90 Waterfront Way DOCKLANDS VIC 3008",Takeaway Food Services,6,144.9394445,-37.81215075,"-37.81215075265, 144.93944449055613"
2022,The District Docklands East Car Park 50-94 Waterfront Way DOCKLANDS VIC 3008,Docklands,China Bar Docklands,"Shop 13-13A, Ground 90 Waterfront Way DOCKLANDS VIC 3008",Cafes and Restaurants,90,144.9394445,-37.81215075,"-37.81215075265, 144.93944449055613"
2022,NW Building 23-37 Star Crescent DOCKLANDS VIC 3008,Docklands,Miss Pings Thai Eatery,Ground 37 Star Crescent DOCKLANDS VIC 3008,Cafes and Restaurants,32,144.9379984,-37.81328752,"-37.8132875163, 144.93799836630816"
2022,NW Building 23-37 Star Crescent DOCKLANDS VIC 3008,Docklands,Gold Leaf Harbour View Restaurant Pty Ltd,Level 1 10-12 Star Circus DOCKLANDS VIC 3008,Cafes and Restaurants,260,144.9379984,-37.81328752,"-37.8132875163, 144.93799836630816"
2022,NW Building 23-37 Star Crescent DOCKLANDS VIC 3008,Docklands,Gozleme King,Shop G04 7 Star Circus DOCKLANDS VIC 3008,Cafes and Restaurants,26,144.9379984,-37.81328752,"-37.8132875163, 144.93799836630816"
2022,NW Building 23-37 Star Crescent DOCKLANDS VIC 3008,Docklands,Dohtonbori,Level 1 14 Star Circus DOCKLANDS VIC 3008,Cafes and Restaurants,18,144.9379984,-37.81328752,"-37.8132875163, 144.93799836630816"
2022,CC Building 3-5 Star Circus DOCKLANDS VIC 3008,Docklands,Old Man Pho,Shop G02 4 Star Circus DOCKLANDS VIC 3008,Cafes and Restaurants,36,144.9379984,-37.81328752,"-37.8132875163, 144.93799836630816"
2022,380-392 Docklands Drive DOCKLANDS VIC 3008,Docklands,Cafe Bourgeois,Lobby 380 Docklands Drive DOCKLANDS VIC 3008,Cafes and Restaurants,50,144.9411967,-37.81308483,"-37.8130848272, 144.9411967105518"
2022,380-392 Docklands Drive DOCKLANDS VIC 3008,Docklands,Cafe Bourgeois,Lobby 380 Docklands Drive DOCKLANDS VIC 3008,Cafes and Restaurants,16,144.9411967,-37.81308483,"-37.8130848272, 144.9411967105518"
2022,Capitol Arcade 109-117 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Starbucks,117 Swanston Street MELBOURNE VIC 3000,Cafes and Restaurants,16,144.9657806,-37.81507018,"-37.8150701808, 144.965780600956"
2022,Clyde House 182 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Teppanyaki Inn,"Rear Shop 2, Ground 182 Collins Street MELBOURNE VIC 3000",Cafes and Restaurants,70,144.9674401,-37.81478624,"-37.814786243616254, 144.96744010114998"
2022,162-168 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Meatmaiden,"Shop 11, Basement 195 Little Collins Street MELBOURNE VIC 3000",Cafes and Restaurants,100,144.9678477,-37.81450292,"-37.814502920035494, 144.96784765085"
2022,162-168 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Cafenatics,"Shop 8, 162 Collins Street MELBOURNE VIC 3000",Takeaway Food Services,2,144.9678477,-37.81450292,"-37.814502920035494, 144.96784765085"
2022,209-231 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),The Victoria Hotel Melbourne,The Victoria Hotel 215 Little Collins Street MELBOURNE VIC 3000,Accommodation,120,144.9670808,-37.81446502,"-37.81446502085, 144.96708078558916"
2022,86-88 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Indu,86A Collins Street MELBOURNE VIC 3000,"Pubs, Taverns and Bars",171,144.9705844,-37.81393677,"-37.81393676506883, 144.97058439059998"
2022,95-109 Exhibition Street MELBOURNE VIC 3000,Melbourne (CBD),Bowls Baby,97 Little Collins Street MELBOURNE VIC 3000,Cafes and Restaurants,20,144.9706863,-37.81363931,"-37.81363930815, 144.9706863215771"
2022,95-109 Exhibition Street MELBOURNE VIC 3000,Melbourne (CBD),Farmer's Daughters,95 Exhibition Street MELBOURNE VIC 3000,Cafes and Restaurants,68,144.9706863,-37.81363931,"-37.81363930815, 144.9706863215771"
2022,101-107 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Handpicked Urban Cellar Door Melbourne,8 Benson Walk MELBOURNE VIC 3000,"Pubs, Taverns and Bars",8,144.9706863,-37.81363931,"-37.81363930815, 144.9706863215771"
2022,30-34 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),St Ali Canteen,Part Ground 30 Collins Street MELBOURNE VIC 3000,Cafes and Restaurants,14,144.97247,-37.81346739,"-37.81346738690684, 144.97246995425002"
2022,24-28 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Sargon,"Shop 1, Ground 24-28 Collins Street MELBOURNE VIC 3000",Takeaway Food Services,6,144.9727015,-37.81341901,"-37.81341900975, 144.97270145145097"
2022,57-67 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Rare Steakhouse,"Shop 6, 61 Little Collins Street MELBOURNE VIC 3000",Cafes and Restaurants,110,144.9716921,-37.81314087,"-37.81314087303295, 144.97169208755"
2022,93-101 Spring Street MELBOURNE VIC 3000,Melbourne (CBD),Coffee Exchange,9-11 Little Collins Street MELBOURNE VIC 3000,Cafes and Restaurants,30,144.9731824,-37.81259964,"-37.812599635, 144.97318235905587"
2022,93-101 Spring Street MELBOURNE VIC 3000,Melbourne (CBD),Cafe Excello,Ground 1-3 Little Collins Street MELBOURNE VIC 3000,Cafes and Restaurants,30,144.9731824,-37.81259964,"-37.812599635, 144.97318235905587"
2022,93-101 Spring Street MELBOURNE VIC 3000,Melbourne (CBD),Cafe Excello,Ground 1-3 Little Collins Street MELBOURNE VIC 3000,Cafes and Restaurants,28,144.9731824,-37.81259964,"-37.812599635, 144.97318235905587"
2022,93-101 Spring Street MELBOURNE VIC 3000,Melbourne (CBD),BABAJAN,5 Little Collins Street MELBOURNE VIC 3000,Takeaway Food Services,12,144.9731824,-37.81259964,"-37.812599635, 144.97318235905587"
2022,607-619 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Spin Coffee,Part Ground 607 Bourke Street MELBOURNE VIC 3000,Cafes and Restaurants,25,144.9555531,-37.81677339,"-37.81677339254925, 144.9555530645"
2022,621-633 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),The Royal Melbourne Hotel,621-633 Bourke Street MELBOURNE VIC 3000,"Pubs, Taverns and Bars",72,144.9552277,-37.81686702,"-37.81686701935196, 144.95522770859998"
2022,131-137 King Street MELBOURNE VIC 3000,Melbourne (CBD),Saravanaa Bhavan Melbourne,Ground 1 131 King Street MELBOURNE VIC 3000,Cafes and Restaurants,96,144.9555049,-37.81708312,"-37.8170831234, 144.9555048584872"
2022,582-584 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Saint & Rogue,582-584 Little Collins Street MELBOURNE VIC 3000,"Pubs, Taverns and Bars",120,144.9553519,-37.81741896,"-37.81741895875304, 144.9553519104"
2022,535 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Doughboys Doughnuts,"Shop 1B, 535 Bourke Street MELBOURNE VIC 3000",Cafes and Restaurants,12,144.9578138,-37.81636535,"-37.81636534845, 144.95781378501067"
2022,St James 555 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Pok Pok Junior,"Shop 9, 555 Bourke Street MELBOURNE VIC 3000",Cafes and Restaurants,40,144.9578138,-37.81636535,"-37.81636534845, 144.95781378501067"
2022,St James 555 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Zuppa,510 Little Collins Street MELBOURNE VIC 3000,Cafes and Restaurants,12,144.9578138,-37.81636535,"-37.81636534845, 144.95781378501067"
2022,538-542 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Five Points Cafe,"Shop 1, 540 Little Collins Street MELBOURNE VIC 3000",Cafes and Restaurants,14,144.956768,-37.81696668,"-37.81696667597237, 144.9567679862"
2022,538-542 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Fiord,"Rear Shop 8 & Shop 11, 540 Little Collins Street MELBOURNE VIC 3000",Cafes and Restaurants,16,144.956768,-37.81696668,"-37.81696667597237, 144.9567679862"
2022,538-542 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Kardo Cafe,"Shop 7, 540 Little Collins Street MELBOURNE VIC 3000",Takeaway Food Services,6,144.956768,-37.81696668,"-37.81696667597237, 144.9567679862"
2022,520-536 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Sociale Espresso Bar,"Shop 10, 530 Little Collins Street MELBOURNE VIC 3000",Takeaway Food Services,2,144.95711,-37.81687975,"-37.8168797463, 144.95710995453825"
2022,520-536 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Uncle David's Cafe,"Shop 8, 530 Little Collins Street MELBOURNE VIC 3000",Takeaway Food Services,8,144.95711,-37.81687975,"-37.8168797463, 144.95710995453825"
2022,520-536 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Sociale Espresso Bar,"Shop 10, 530 Little Collins Street MELBOURNE VIC 3000",Takeaway Food Services,12,144.95711,-37.81687975,"-37.8168797463, 144.95710995453825"
2022,457-471 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Cafe Felice,Part Ground 461 Bourke Street MELBOURNE VIC 3000,Cafes and Restaurants,14,144.9601729,-37.81549193,"-37.81549193230968, 144.9601728808"
2022,RACV Building 483-501 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Le Petit Gateau,452-458 Little Collins Street MELBOURNE VIC 3000,Bakery Product Manufacturing (Non-factory based),30,144.9595844,-37.81588562,"-37.81588561749844, 144.9595844372"
2022,430-436 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),LE SHOPPE,"Suite 8, Ground 430 Little Collins Street MELBOURNE VIC 3000",Cafes and Restaurants,15,144.9601098,-37.81596941,"-37.81596941067596, 144.9601098028"
2022,430-436 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Chancery Lane,Suite 3 & 5-7 Ground 430 Little Collins Street MELBOURNE VIC 3000,Cafes and Restaurants,105,144.9601098,-37.81596941,"-37.81596941067596, 144.9601098028"
2022,111-129 Queen Street MELBOURNE VIC 3000,Melbourne (CBD),Lanai Restaurant & Bar,Part Level 1 113 Queen Street MELBOURNE VIC 3000,Cafes and Restaurants,100,144.960636,-37.81581228,"-37.81581228435, 144.96063602022025"
2022,Galleria 385 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Nosh,352 Little Collins Street MELBOURNE VIC 3000,Cafes and Restaurants,30,144.9629215,-37.81492944,"-37.81492943947073, 144.96292154949998"
2022,378-380 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Oriental Tea House,378-380 Little Collins Street MELBOURNE VIC 3000,Cafes and Restaurants,120,144.9619949,-37.81549168,"-37.81549167749555, 144.96199488645"
2022,378-380 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Oriental Tea House,378-380 Little Collins Street MELBOURNE VIC 3000,Cafes and Restaurants,12,144.9619949,-37.81549168,"-37.81549167749555, 144.96199488645"
2022,Centrepoint Mall 283-297 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Aru Melbourne,"Shop 3, Ground 264-274 Little Collins Street MELBOURNE VIC 3000",Cafes and Restaurants,110,144.9652234,-37.81420579,"-37.8142057874925, 144.96522335269998"
2022,Royal Arcade 331-339 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Koko Black,Shop 4-6 Royal Arcade MELBOURNE VIC 3000,Other Specialised Food Retailing,16,144.9639641,-37.81438774,"-37.81438773817147, 144.9639640607"
2022,Royal Arcade 331-339 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Koko Black,Shop 4-6 Royal Arcade MELBOURNE VIC 3000,Other Specialised Food Retailing,67,144.9639641,-37.81438774,"-37.81438773817147, 144.9639640607"
2022,The Hub Arcade 318-322 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Cafe Chokolait,"Shop 8-9, 318-322 Little Collins Street MELBOURNE VIC 3000",Cafes and Restaurants,20,144.9640096,-37.81488661,"-37.814886608596126, 144.96400961705"
2022,The Hub Arcade 318-322 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Gourmet Curry Hut,"Shop 3-4, 318-322 Little Collins Street MELBOURNE VIC 3000",Cafes and Restaurants,28,144.9640096,-37.81488661,"-37.814886608596126, 144.96400961705"
2022,The Hub Arcade 318-322 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Chuckle Park Bar,Laneway Hub Arcade 318-322 Little Collins Street MELBOURNE VIC 3000,"Pubs, Taverns and Bars",50,144.9640096,-37.81488661,"-37.814886608596126, 144.96400961705"
2022,The Hub Arcade 318-322 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Cafe Chokolait,"Shop 8-9, 318-322 Little Collins Street MELBOURNE VIC 3000",Cafes and Restaurants,18,144.9640096,-37.81488661,"-37.814886608596126, 144.96400961705"
2022,304-306 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Gordons Cafe & Bar,"Shop 3-5, 306 Little Collins Street MELBOURNE VIC 3000",Cafes and Restaurants,8,144.9643479,-37.81472868,"-37.81472868260109, 144.9643479344"
2022,304-306 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Laurent Boulangerie Patisserie,"Bmt, Gnd & Mezz 306 Little Collins Street MELBOURNE VIC 3000",Cafes and Restaurants,80,144.9643479,-37.81472868,"-37.81472868260109, 144.9643479344"
2022,147 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Crossways Vegetarian And Vegan Restaurant,147 Swanston Street MELBOURNE VIC 3000,Cafes and Restaurants,63,144.9656865,-37.81429877,"-37.81429877395, 144.96568649781466"
2022,143-153 Russell Street MELBOURNE VIC 3000,Melbourne (CBD),Simpsons Chips & Burgers,143 Russell Street MELBOURNE VIC 3000,Takeaway Food Services,6,144.9679681,-37.81310953,"-37.81310953331891, 144.96796810475"
2022,143-153 Russell Street MELBOURNE VIC 3000,Melbourne (CBD),My Modern Fresh Tea & Yogurt,143A Russell Street MELBOURNE VIC 3000,Takeaway Food Services,4,144.9679681,-37.81310953,"-37.81310953331891, 144.96796810475"
2022,143-153 Russell Street MELBOURNE VIC 3000,Melbourne (CBD),Simpsons Chips & Burgers,143 Russell Street MELBOURNE VIC 3000,Takeaway Food Services,8,144.9679681,-37.81310953,"-37.81310953331891, 144.96796810475"
2022,193-199 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),The Carlton Hotel,"Levels 1,2 & 4 193-199 Bourke Street MELBOURNE VIC 3000","Pubs, Taverns and Bars",140,144.9676457,-37.81320442,"-37.81320441548179, 144.9676457082"
2022,235-251 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Ikkai,"Shop 19, 239 Bourke Street MELBOURNE VIC 3000",Cafes and Restaurants,8,144.9666196,-37.81373785,"-37.81373785326741, 144.966619556"
2022,235-251 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Salero Kito Padang Melbourne,"Shop 18, 239 Bourke Street MELBOURNE VIC 3000",Cafes and Restaurants,30,144.9666196,-37.81373785,"-37.81373785326741, 144.966619556"
2022,188-194 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Marameo,6 Russell Place MELBOURNE VIC 3000,Cafes and Restaurants,40,144.9675812,-37.81390745,"-37.81390744936704, 144.9675811687"
2022,188-194 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Otherside Coffee,188 Little Collins Street MELBOURNE VIC 3000,Takeaway Food Services,8,144.9675812,-37.81390745,"-37.81390744936704, 144.9675811687"
2022,166-186 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Il Bacaro Cucina E Bar,168-170 Little Collins Street MELBOURNE VIC 3000,Cafes and Restaurants,45,144.9678661,-37.81377422,"-37.81377422315, 144.9678661138662"
2022,173-175 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Taco Bill Mexican Restaurant,Part Level 1 142 Russell Street MELBOURNE VIC 3000,Cafes and Restaurants,50,144.968417,-37.81298896,"-37.81298896430425, 144.9684169991"
2022,20-26 Coromandel Place MELBOURNE VIC 3000,Melbourne (CBD),Oli & Levi,20 Coromandel Place MELBOURNE VIC 3000,Cafes and Restaurants,15,144.9692548,-37.81302783,"-37.8130278326532, 144.96925484175"
2022,SX121 121 Exhibition Street MELBOURNE VIC 3000,Melbourne (CBD),Sushi-Ya,"Shop E3, 12 Southern Cross Lane MELBOURNE VIC 3000",Cafes and Restaurants,24,144.9701094,-37.81281419,"-37.81281419155, 144.97010937553796"
2022,SX121 121 Exhibition Street MELBOURNE VIC 3000,Melbourne (CBD),The Meating House,"Shop 1, Ground 121 Exhibition Street MELBOURNE VIC 3000",Cafes and Restaurants,20,144.9701094,-37.81281419,"-37.81281419155, 144.97010937553796"
2022,SX121 121 Exhibition Street MELBOURNE VIC 3000,Melbourne (CBD),Joy Cupcakes,"Shop 7EB, 2 Southern Cross Lane MELBOURNE VIC 3000",Bakery Product Manufacturing (Non-factory based),12,144.9701094,-37.81281419,"-37.81281419155, 144.97010937553796"
2022,111-129 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Nashi,"Shop W3, 111 Bourke Street MELBOURNE VIC 3000",Cafes and Restaurants,31,144.9701094,-37.81281419,"-37.81281419155, 144.97010937553796"
2022,111-129 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Crisp Creative Salad,"Shop W2, 9 Southern Cross Lane MELBOURNE VIC 3000",Cafes and Restaurants,24,144.9701094,-37.81281419,"-37.81281419155, 144.97010937553796"
