census_year,building_address,clue_small_area,trading_name,business_address,industry_anzsic4_description,number_of_seats,longitude,latitude,location
2022,73-91 South Wharf Drive DOCKLANDS VIC 3008,Docklands,Anchor Eatery,196 River Esplanade DOCKLANDS VIC 3008,Takeaway Food Services,7,144.935919,-37.82238445,"-37.822384452449995, 144.9359189686012"
2022,704-744 Lorimer Street PORT MELBOURNE VIC 3207,Port Melbourne,Sensory Lab,Part Gnd & Mezz 706 Lorimer Street PORT MELBOURNE VIC 3207,Other Food Product Manufacturing n.e.c.,16,144.9254497,-37.82167896,"-37.82167896275, 144.92544971631014"
2022,49-89 Turner Street PORT MELBOURNE VIC 3207,Port Melbourne,Lai Cafe,"Suite 5, 85 Turner Street PORT MELBOURNE VIC 3207",Cafes and Restaurants,20,144.9253878,-37.82302799,"-37.82302799475, 144.9253878367231"
2022,263-329 Lorimer Street PORT MELBOURNE VIC 3207,Port Melbourne,14 Days Of Cheese,"Suite 1, Pier 35 263-329 Lorimer Street PORT MELBOURNE VIC 3207",Cafes and Restaurants,60,144.9042284,-37.82536391,"-37.8253639078, 144.90422836884795"
2022,263-329 Lorimer Street PORT MELBOURNE VIC 3207,Port Melbourne,14 Days Of Cheese,"Suite 1, Pier 35 263-329 Lorimer Street PORT MELBOURNE VIC 3207",Cafes and Restaurants,30,144.9042284,-37.82536391,"-37.8253639078, 144.90422836884795"
2022,1 Phillip Court PORT MELBOURNE VIC 3207,Port Melbourne,Black Jack Cafe,"Unit 2, 1 Phillip Court PORT MELBOURNE VIC 3207",Cafes and Restaurants,30,144.9208732,-37.82605979,"-37.8260597946, 144.92087320861043"
2022,1 Phillip Court PORT MELBOURNE VIC 3207,Port Melbourne,Degani Bakery Cafe,"Unit 4, 1 Phillip Court PORT MELBOURNE VIC 3207",Cafes and Restaurants,34,144.9208732,-37.82605979,"-37.8260597946, 144.92087320861043"
2022,1 Phillip Court PORT MELBOURNE VIC 3207,Port Melbourne,Subway,"Unit 5, 1 Phillip Court PORT MELBOURNE VIC 3207",Cafes and Restaurants,16,144.9208732,-37.82605979,"-37.8260597946, 144.92087320861043"
2022,46-62 Cook Street PORT MELBOURNE VIC 3207,Port Melbourne,Red Rooster Westgate,Part 46 Cook Street PORT MELBOURNE VIC 3207,Cafes and Restaurants,40,144.9171006,-37.82989992,"-37.829899924900005, 144.91710060910307"
2022,262-276 Lorimer Street PORT MELBOURNE VIC 3207,Port Melbourne,Bonnie & Duke Cafe,Part Ground 262 Lorimer Street PORT MELBOURNE VIC 3207,Cafes and Restaurants,4,144.9049816,-37.82647486,"-37.826474855652506, 144.90498155445"
2022,6 Riverside Quay SOUTHBANK VIC 3006,Southbank,DOC Southbank,Part Ground 6 Riverside Quay SOUTHBANK VIC 3006,Cafes and Restaurants,30,144.9638277,-37.82082683,"-37.82082683153955, 144.96382772145"
2022,6 Riverside Quay SOUTHBANK VIC 3006,Southbank,Dagwood Deli,Part Ground 6 Riverside Quay SOUTHBANK VIC 3006,Cafes and Restaurants,20,144.9638277,-37.82082683,"-37.82082683153955, 144.96382772145"
2022,6 Riverside Quay SOUTHBANK VIC 3006,Southbank,Dagwood Deli,Part Ground 6 Riverside Quay SOUTHBANK VIC 3006,Cafes and Restaurants,10,144.9638277,-37.82082683,"-37.82082683153955, 144.96382772145"
2022,6 Riverside Quay SOUTHBANK VIC 3006,Southbank,Ludlow Bar & Dining Room,Part Ground 6 Riverside Quay SOUTHBANK VIC 3006,Cafes and Restaurants,300,144.9638277,-37.82082683,"-37.82082683153955, 144.96382772145"
2022,1-9 Southbank Boulevard SOUTHBANK VIC 3006,Southbank,Left Bank Melbourne,Part Ground 1 Southbank Boulevard SOUTHBANK VIC 3006,Cafes and Restaurants,75,144.9628667,-37.82103935,"-37.82103934955, 144.9628667411883"
2022,1-9 Southbank Boulevard SOUTHBANK VIC 3006,Southbank,Old Man Pho,Part Rear Ground 1 Southbank Boulevard SOUTHBANK VIC 3006,Cafes and Restaurants,12,144.9628667,-37.82103935,"-37.82103934955, 144.9628667411883"
2022,Eureka Tower 3-7 Riverside Quay SOUTHBANK VIC 3006,Southbank,Belgian Beer Cafe Melbourne,5 Riverside Quay SOUTHBANK VIC 3006,"Pubs, Taverns and Bars",150,144.9645387,-37.82168057,"-37.82168057458093, 144.96453865569998"
2022,Freshwater Place Residential 1-9 Freshwater Place SOUTHBANK VIC 3006,Southbank,Subway,"Shop 6R, 3 Freshwater Place SOUTHBANK VIC 3006",Takeaway Food Services,10,144.9621826,-37.82171509,"-37.8217150925, 144.96218258398218"
2022,Freshwater Place Residential 1-9 Freshwater Place SOUTHBANK VIC 3006,Southbank,McDonalds,"Shop 4R, 3 Freshwater Place SOUTHBANK VIC 3006",Cafes and Restaurants,82,144.9621826,-37.82171509,"-37.8217150925, 144.96218258398218"
2022,Freshwater Place Residential 1-9 Freshwater Place SOUTHBANK VIC 3006,Southbank,Blossom Espresso,"Shop 11R, 3 Freshwater Place SOUTHBANK VIC 3006",Cafes and Restaurants,10,144.9621826,-37.82171509,"-37.8217150925, 144.96218258398218"
2022,Freshwater Place Residential 1-9 Freshwater Place SOUTHBANK VIC 3006,Southbank,V P R Vietnamese Pork Roll,"Part Shop 19R, 3 Freshwater Place SOUTHBANK VIC 3006",Takeaway Food Services,12,144.9621826,-37.82171509,"-37.8217150925, 144.96218258398218"
2022,Freshwater Place Residential 1-9 Freshwater Place SOUTHBANK VIC 3006,Southbank,Crinitis Southbank,Shop 5R & 7R 3 Freshwater Place SOUTHBANK VIC 3006,Cafes and Restaurants,380,144.9621826,-37.82171509,"-37.8217150925, 144.96218258398218"
2022,Freshwater Place Residential 1-9 Freshwater Place SOUTHBANK VIC 3006,Southbank,Blossom Espresso,"Shop 11R, 3 Freshwater Place SOUTHBANK VIC 3006",Cafes and Restaurants,26,144.9621826,-37.82171509,"-37.8217150925, 144.96218258398218"
2022,28 Freshwater Place SOUTHBANK VIC 3006,Southbank,Cote Terra Adicion,"Tenancy 1, Ground 28 Freshwater Place SOUTHBANK VIC 3006",Cafes and Restaurants,60,144.9622896,-37.8226721,"-37.82267210145, 144.9622896244679"
2022,Crown Entertainment Complex 8 Whiteman Street SOUTHBANK VIC 3006,Southbank,The Merrywell,"Shop 86, Ground 8 Whiteman Street SOUTHBANK VIC 3006",Cafes and Restaurants,64,144.9583299,-37.8231616,"-37.823161595550005, 144.95832993123923"
2022,Crown Entertainment Complex 8 Whiteman Street SOUTHBANK VIC 3006,Southbank,Margo's,"Shop 82, Ground 8 Whiteman Street SOUTHBANK VIC 3006",Cafes and Restaurants,140,144.9583299,-37.8231616,"-37.823161595550005, 144.95832993123923"
2022,Crown Entertainment Complex 8 Whiteman Street SOUTHBANK VIC 3006,Southbank,Crown Entertainment Complex,Crown Entertainment Complex Crown Casino 8 Whiteman Street SOUTHBANK VIC 3006,Casino Operation,805,144.9583299,-37.8231616,"-37.823161595550005, 144.95832993123923"
2022,Crown Entertainment Complex 8 Whiteman Street SOUTHBANK VIC 3006,Southbank,Emporio Pizza & Pasta,"Shop 84, Ground 8 Whiteman Street SOUTHBANK VIC 3006",Cafes and Restaurants,150,144.9583299,-37.8231616,"-37.823161595550005, 144.95832993123923"
2022,Crown Entertainment Complex 8 Whiteman Street SOUTHBANK VIC 3006,Southbank,Lucky Chan's,"Shop 30, Ground 8 Whiteman Street SOUTHBANK VIC 3006",Cafes and Restaurants,130,144.9583299,-37.8231616,"-37.823161595550005, 144.95832993123923"
2022,Crown Entertainment Complex 8 Whiteman Street SOUTHBANK VIC 3006,Southbank,San Antone,"Shop 49A, Level 1 8 Whiteman Street SOUTHBANK VIC 3006",Cafes and Restaurants,187,144.9583299,-37.8231616,"-37.823161595550005, 144.95832993123923"
2022,Crown Entertainment Complex 8 Whiteman Street SOUTHBANK VIC 3006,Southbank,Kitchen Workshop,"Shop 85, Ground 8 Whiteman Street SOUTHBANK VIC 3006",Cafes and Restaurants,260,144.9583299,-37.8231616,"-37.823161595550005, 144.95832993123923"
2022,Crown Towers Hotel 8 Whiteman Street SOUTHBANK VIC 3006,Southbank,Silks,Restaurant Crown Towers Hotel Crown Casino 8 Whiteman Street SOUTHBANK VIC 3006,Cafes and Restaurants,170,144.9583299,-37.8231616,"-37.823161595550005, 144.95832993123923"
2022,South Wharf Retail 20-30 Convention Centre Place SOUTH WHARF VIC 3006,Southbank,Signature Pho Viet,Shop FG01 20 Convention Centre Place SOUTH WHARF VIC 3006,Cafes and Restaurants,20,144.9523193,-37.82542999,"-37.82542998795, 144.95231930285"
2022,South Wharf Retail 20-30 Convention Centre Place SOUTH WHARF VIC 3006,Southbank,Bohemian Wine Bar,Shop TG03 20 Convention Centre Place SOUTH WHARF VIC 3006,Cafes and Restaurants,85,144.9523193,-37.82542999,"-37.82542998795, 144.95231930285"
2022,Pan Pacific Melbourne 2 Convention Centre Place SOUTH WHARF VIC 3006,Southbank,Café Orr,Part 2 Convention Centre Place SOUTH WHARF VIC 3006,Cafes and Restaurants,54,144.9523193,-37.82542999,"-37.82542998795, 144.95231930285"
2022,Pan Pacific Melbourne 2 Convention Centre Place SOUTH WHARF VIC 3006,Southbank,Melbourne Public,15 Dukes Walk SOUTH WHARF VIC 3006,"Pubs, Taverns and Bars",100,144.9523193,-37.82542999,"-37.82542998795, 144.95231930285"
2022,Pan Pacific Melbourne 2 Convention Centre Place SOUTH WHARF VIC 3006,Southbank,Melbourne Public,15 Dukes Walk SOUTH WHARF VIC 3006,"Pubs, Taverns and Bars",350,144.9523193,-37.82542999,"-37.82542998795, 144.95231930285"
2022,Pan Pacific Melbourne 2 Convention Centre Place SOUTH WHARF VIC 3006,Southbank,Pan Pacific Melbourne,Pan Pacific Melbourne 2 Convention Centre Place SOUTH WHARF VIC 3006,Accommodation,206,144.9523193,-37.82542999,"-37.82542998795, 144.95231930285"
2022,1-27 South Wharf Promenade SOUTH WHARF VIC 3006,Southbank,The Boatbuilders Yard,Part 23 South Wharf Promenade SOUTH WHARF VIC 3006,Cafes and Restaurants,150,144.9534272,-37.82431515,"-37.82431515095, 144.95342716164834"
2022,29-65 South Wharf Promenade SOUTH WHARF VIC 3006,Southbank,BangPop,35 South Wharf Promenade SOUTH WHARF VIC 3006,Cafes and Restaurants,109,144.9506146,-37.82411174,"-37.824111738400006, 144.95061461556418"
2022,29-65 South Wharf Promenade SOUTH WHARF VIC 3006,Southbank,The General Assembly,29 South Wharf Promenade SOUTH WHARF VIC 3006,Cafes and Restaurants,350,144.9506146,-37.82411174,"-37.824111738400006, 144.95061461556418"
2022,29-65 South Wharf Promenade SOUTH WHARF VIC 3006,Southbank,Meat Market South Wharf,53 South Wharf Promenade SOUTH WHARF VIC 3006,Cafes and Restaurants,110,144.9506146,-37.82411174,"-37.824111738400006, 144.95061461556418"
2022,29-65 South Wharf Promenade SOUTH WHARF VIC 3006,Southbank,BangPop,35 South Wharf Promenade SOUTH WHARF VIC 3006,Cafes and Restaurants,142,144.9506146,-37.82411174,"-37.824111738400006, 144.95061461556418"
2022,29-65 South Wharf Promenade SOUTH WHARF VIC 3006,Southbank,Charlie Lovett,43 South Wharf Promenade SOUTH WHARF VIC 3006,Cafes and Restaurants,40,144.9506146,-37.82411174,"-37.824111738400006, 144.95061461556418"
2022,Crown Casino Retail Precinct 27-45 Whiteman Street SOUTHBANK VIC 3006,Southbank,Mr Hive Kitchen & Bar,"Shop 140, Level 1 27 Whiteman Street SOUTHBANK VIC 3006",Cafes and Restaurants,358,144.9584422,-37.82540403,"-37.825404033, 144.95844223381087"
2022,Crown Casino Retail Precinct 27-45 Whiteman Street SOUTHBANK VIC 3006,Southbank,Subway,"Shop 106, Level 1 27 Whiteman Street SOUTHBANK VIC 3006",Cafes and Restaurants,30,144.9584422,-37.82540403,"-37.825404033, 144.95844223381087"
2022,1-25 Whiteman Street SOUTHBANK VIC 3006,Southbank,Mesh,Part Ground 1-25 Whiteman Street SOUTHBANK VIC 3006,Cafes and Restaurants,16,144.9600193,-37.82398071,"-37.8239807135, 144.96001929179084"
2022,133 Queens Bridge Street SOUTHBANK VIC 3006,Southbank,East By West,Kiosk 133 Queens Bridge Street SOUTHBANK VIC 3006,Takeaway Food Services,8,144.9605044,-37.82526181,"-37.82526180645, 144.96050441651215"
2022,Southbank One 174-184 City Road SOUTHBANK VIC 3006,Southbank,Southside Coffee Co,Rear 26 Power Street SOUTHBANK VIC 3006,Takeaway Food Services,16,144.9619185,-37.82383574,"-37.823835739, 144.96191853638004"
2022,Southbank One 174-184 City Road SOUTHBANK VIC 3006,Southbank,Southside Coffee Co,Rear 26 Power Street SOUTHBANK VIC 3006,Takeaway Food Services,4,144.9619185,-37.82383574,"-37.823835739, 144.96191853638004"
2022,54-68 Kavanagh Street SOUTHBANK VIC 3006,Southbank,Malay Momma,56 Kavanagh Street SOUTHBANK VIC 3006,Cafes and Restaurants,50,144.9637061,-37.82410699,"-37.8241069882, 144.96370611384805"
2022,89-91 City Road SOUTHBANK VIC 3006,Southbank,Paris By Night,"Suite 22, Level 1 89-91 City Road SOUTHBANK VIC 3006",Cafes and Restaurants,30,144.9651132,-37.82255516,"-37.82255516262748, 144.96511316185"
2022,89-91 City Road SOUTHBANK VIC 3006,Southbank,Southbank Noodle Bar,"Suite 12, Ground 89-91 City Road SOUTHBANK VIC 3006",Takeaway Food Services,6,144.9651132,-37.82255516,"-37.82255516262748, 144.96511316185"
2022,89-91 City Road SOUTHBANK VIC 3006,Southbank,Sopranos,"Suite 9-11, 89-91 City Road SOUTHBANK VIC 3006",Cafes and Restaurants,50,144.9651132,-37.82255516,"-37.82255516262748, 144.96511316185"
2022,89-91 City Road SOUTHBANK VIC 3006,Southbank,Wonder sushi Melbourne,"Suite 13, Ground 89-91 City Road SOUTHBANK VIC 3006",Takeaway Food Services,8,144.9651132,-37.82255516,"-37.82255516262748, 144.96511316185"
2022,Triptych Apartments 8-10 Kavanagh Street SOUTHBANK VIC 3006,Southbank,Broad Bean Organic Grocer,26 Fanning Street SOUTHBANK VIC 3006,Fruit and Vegetable Retailing,6,144.9665558,-37.8224207,"-37.8224207028, 144.96655584375614"
2022,Alexandra Gardens Alexandra Avenue MELBOURNE VIC 3004,Melbourne (Remainder),Riverside Skate Park,Residence Alexandra Gardens Alexandra Avenue MELBOURNE VIC 3004,"Sports and Physical Recreation Venues, Grounds and Facilities Operation",16,144.9725296,-37.82087847,"-37.8208784716, 144.97252958410536"
2022,Royal Botanic Gardens Victoria Birdwood Avenue MELBOURNE VIC 3004,Melbourne (Remainder),Tea rooms and Terrace Royal Botanic Gardens,Tea Rooms Royal Botanic Gardens Alexandra Avenue MELBOURNE VIC 3004,Cafes and Restaurants,75,144.9812819,-37.82952121,"-37.829521212749995, 144.9812818921444"
2022,161-173 Domain Road SOUTH YARRA VIC 3141,South Yarra,Gilson,171 Domain Road SOUTH YARRA VIC 3141,Cafes and Restaurants,32,144.9817,-37.8343169,"-37.83431689595, 144.98170002123896"
2022,161-173 Domain Road SOUTH YARRA VIC 3141,South Yarra,Gilson,171 Domain Road SOUTH YARRA VIC 3141,Cafes and Restaurants,42,144.9817,-37.8343169,"-37.83431689595, 144.98170002123896"
2022,161-173 Domain Road SOUTH YARRA VIC 3141,South Yarra,Botanical Hotel,169 Domain Road SOUTH YARRA VIC 3141,Cafes and Restaurants,32,144.9817,-37.8343169,"-37.83431689595, 144.98170002123896"
2022,161-173 Domain Road SOUTH YARRA VIC 3141,South Yarra,Botanical Hotel,169 Domain Road SOUTH YARRA VIC 3141,Cafes and Restaurants,150,144.9817,-37.8343169,"-37.83431689595, 144.98170002123896"
2022,179-181 Domain Road SOUTH YARRA VIC 3141,South Yarra,Domain Brasserie,181 Domain Road SOUTH YARRA VIC 3141,Cafes and Restaurants,45,144.9820355,-37.83431311,"-37.83431310932447, 144.9820354792"
2022,179-181 Domain Road SOUTH YARRA VIC 3141,South Yarra,Domain Brasserie,181 Domain Road SOUTH YARRA VIC 3141,Cafes and Restaurants,24,144.9820355,-37.83431311,"-37.83431310932447, 144.9820354792"
2022,179-181 Domain Road SOUTH YARRA VIC 3141,South Yarra,No 179 Domain,179 Domain Road SOUTH YARRA VIC 3141,Cafes and Restaurants,8,144.9820355,-37.83431311,"-37.83431310932447, 144.9820354792"
2022,185-189 Domain Road SOUTH YARRA VIC 3141,South Yarra,Le Derriere by Entrecote,119 Park Street SOUTH YARRA VIC 3141,Cafes and Restaurants,22,144.9822628,-37.83434396,"-37.834343960856714, 144.98226281385"
2022,Alfred Hospital 23-99 Commercial Road PRAHRAN VIC 3181,Melbourne (Remainder),Alf's Cafe,"Shop 2-3, 55 Commercial Road MELBOURNE VIC 3004",Cafes and Restaurants,130,144.9828162,-37.8465703,"-37.84657030085, 144.9828162329293"
2022,Alfred Hospital 23-99 Commercial Road PRAHRAN VIC 3181,Melbourne (Remainder),Cafe Alfretti,Part Ground 99 Commercial Road MELBOURNE VIC 3004,Cafes and Restaurants,40,144.9828162,-37.8465703,"-37.84657030085, 144.9828162329293"
2022,Victorian School For Deaf Children 583-597 St Kilda Road MELBOURNE VIC 3004,Melbourne (Remainder),Tradeblock Cafe,Part Ground 597 St Kilda Road MELBOURNE VIC 3004,Cafes and Restaurants,20,144.9819985,-37.84971896,"-37.84971895775, 144.98199846200163"
2022,Victorian School For Deaf Children 583-597 St Kilda Road MELBOURNE VIC 3004,Melbourne (Remainder),Tradeblock Cafe,Part Ground 597 St Kilda Road MELBOURNE VIC 3004,Cafes and Restaurants,30,144.9819985,-37.84971896,"-37.84971895775, 144.98199846200163"
2022,52 Morrah Street PARKVILLE VIC 3052,Parkville,Cafe Piccolina,52 Morrah Street PARKVILLE VIC 3052,Cafes and Restaurants,28,144.9556721,-37.79525072,"-37.79525072264556, 144.95567207800002"
2022,Naughtons Hotel 43-49 Royal Parade PARKVILLE VIC 3052,Parkville,Naughtons Parkville Hotel,Naughtons Hotel 43-49 Royal Parade PARKVILLE VIC 3052,"Pubs, Taverns and Bars",329,144.957532,-37.79554429,"-37.79554428555, 144.95753197396974"
2022,Victorian Comprehensive Cancer Centre 301-327 Grattan Street MELBOURNE VIC 3000,Parkville,The Loft @ VCCC,Part Level 7 305 Grattan Street MELBOURNE VIC 3000,Cafes and Restaurants,70,144.9566714,-37.80018543,"-37.800185428999995, 144.95667139011434"
2022,Victorian Comprehensive Cancer Centre 301-327 Grattan Street MELBOURNE VIC 3000,Parkville,Sargon Food And Coffee,327 Grattan Street MELBOURNE VIC 3000,Cafes and Restaurants,15,144.9566714,-37.80018543,"-37.800185428999995, 144.95667139011434"
2022,Melbourne Youth Justice Centre 866-934 Park Street PARKVILLE VIC 3052,Parkville,STREAT,Part Ground 900 Park Street PARKVILLE VIC 3052,Cafes and Restaurants,12,144.9450513,-37.77749448,"-37.77749447895, 144.94505127706657"
2022,RMH Royal Park Campus 34-56 Poplar Road PARKVILLE VIC 3052,Parkville,Poplar's,Part 34-54 Poplar Road PARKVILLE VIC 3052,Cafes and Restaurants,10,144.9479047,-37.77802791,"-37.7780279088, 144.9479046624561"
2022,Royal Childrens Hospital 48-50 Flemington Road PARKVILLE VIC 3052,Parkville,McDonalds,"Tenancy 3, Ground 50 Flemington Road PARKVILLE VIC 3052",Cafes and Restaurants,32,144.9495226,-37.79363105,"-37.793631051343525, 144.9495226105"
2022,Royal Childrens Hospital 48-50 Flemington Road PARKVILLE VIC 3052,Parkville,Sandrock,"Tenancy E, Ground 50 Flemington Road PARKVILLE VIC 3052",Cafes and Restaurants,42,144.9495226,-37.79363105,"-37.793631051343525, 144.9495226105"
2022,Royal Childrens Hospital 48-50 Flemington Road PARKVILLE VIC 3052,Parkville,Aruba @ MCRI,"Tenancy 2, Ground 50 Flemington Road PARKVILLE VIC 3052",Cafes and Restaurants,32,144.9495226,-37.79363105,"-37.793631051343525, 144.9495226105"
2022,Royal Childrens Hospital 48-50 Flemington Road PARKVILLE VIC 3052,Parkville,Degani Bakery Cafe,"Tenancy A, Ground 50 Flemington Road PARKVILLE VIC 3052",Cafes and Restaurants,45,144.9495226,-37.79363105,"-37.793631051343525, 144.9495226105"
2022,Melbourne Zoological Gardens Elliott Avenue PARKVILLE VIC 3052,Parkville,Lakeside Sushi sushi,Restaurant Melbourne Zoological Gardens Elliott Avenue PARKVILLE VIC 3052,Cafes and Restaurants,118,144.9516318,-37.78462359,"-37.7846235909, 144.951631758144"
2022,Melbourne Zoological Gardens Elliott Avenue PARKVILLE VIC 3052,Parkville,Elephant Kiosk,Kiosk Melbourne Zoological Gardens Elliott Avenue PARKVILLE VIC 3052,Takeaway Food Services,42,144.9516318,-37.78462359,"-37.7846235909, 144.951631758144"
2022,93-119 Sims Street WEST MELBOURNE VIC 3003,West Melbourne (Industrial),Mia Riverside Takeaway,Part 93-111 Sims Street WEST MELBOURNE VIC 3003,Takeaway Food Services,8,144.9105995,-37.8038076,"-37.803807598350005, 144.9105995425041"
2022,285-313 Spencer Street DOCKLANDS VIC 3008,Docklands,Code 3,"Shop 1, 313 Spencer Street DOCKLANDS VIC 3008",Cafes and Restaurants,30,144.9510169,-37.81380704,"-37.81380704215, 144.95101685310576"
2022,Southern Cross Station 85-161 Spencer Street DOCKLANDS VIC 3008,Docklands,Papparich,"Shop 3A, Level 1 650 Collins Street DOCKLANDS VIC 3008",Cafes and Restaurants,24,144.9522269,-37.81841173,"-37.818411730415505, 144.9522268972"
2022,Southern Cross Station 85-161 Spencer Street DOCKLANDS VIC 3008,Docklands,Velluto,"Shop 9, Level 1 650 Collins Street DOCKLANDS VIC 3008",Cafes and Restaurants,20,144.9522269,-37.81841173,"-37.818411730415505, 144.9522268972"
2022,Spencer Outlet Centre 163-261 Spencer Street DOCKLANDS VIC 3008,Docklands,Degani @ Southern Cross Station,Shop Ground 163 Spencer Street DOCKLANDS VIC 3008,Cafes and Restaurants,45,144.9505641,-37.81450897,"-37.814508973578526, 144.9505641426"
2022,Spencer Outlet Centre 163-261 Spencer Street DOCKLANDS VIC 3008,Docklands,Schnitz,"Shop 208A, Level 1 201 Spencer Street DOCKLANDS VIC 3008",Cafes and Restaurants,50,144.9505641,-37.81450897,"-37.814508973578526, 144.9505641426"
2022,Spencer Outlet Centre 163-261 Spencer Street DOCKLANDS VIC 3008,Docklands,Genki Express,Shop 302A Ground 237-261 Spencer Street DOCKLANDS VIC 3008,Takeaway Food Services,12,144.9505641,-37.81450897,"-37.814508973578526, 144.9505641426"
2022,Spencer Outlet Centre 163-261 Spencer Street DOCKLANDS VIC 3008,Docklands,Starbucks,"Shop 201-203, Level 1 201 Spencer Street DOCKLANDS VIC 3008",Cafes and Restaurants,16,144.9505641,-37.81450897,"-37.814508973578526, 144.9505641426"
2022,Spencer Outlet Centre 163-261 Spencer Street DOCKLANDS VIC 3008,Docklands,Subway,Ground 221 Spencer Street DOCKLANDS VIC 3008,Takeaway Food Services,18,144.9505641,-37.81450897,"-37.814508973578526, 144.9505641426"
2022,194-206 Harbour Esplanade DOCKLANDS VIC 3008,Docklands,Bito Beans,"Unit 10, 198 Harbour Esplanade DOCKLANDS VIC 3008",Cafes and Restaurants,17,144.9449387,-37.81399452,"-37.813994520151894, 144.94493865055"
2022,194-206 Harbour Esplanade DOCKLANDS VIC 3008,Docklands,Melbourne Bay Restaurant,"Unit 1, 198 Harbour Esplanade DOCKLANDS VIC 3008",Cafes and Restaurants,42,144.9449387,-37.81399452,"-37.813994520151894, 144.94493865055"
2022,194-206 Harbour Esplanade DOCKLANDS VIC 3008,Docklands,Melbourne Bay Restaurant,"Unit 1, 198 Harbour Esplanade DOCKLANDS VIC 3008",Cafes and Restaurants,29,144.9449387,-37.81399452,"-37.813994520151894, 144.94493865055"
2022,194-206 Harbour Esplanade DOCKLANDS VIC 3008,Docklands,Bito Beans,"Unit 10, 198 Harbour Esplanade DOCKLANDS VIC 3008",Cafes and Restaurants,4,144.9449387,-37.81399452,"-37.813994520151894, 144.94493865055"
2022,1010 La Trobe Street DOCKLANDS VIC 3008,Docklands,Coffee N All Customs House,Part Ground 1010 La Trobe Street DOCKLANDS VIC 3008,Cafes and Restaurants,30,144.9453769,-37.81455079,"-37.8145507872, 144.94537687635665"
2022,Marvel Stadium 122-148 Harbour Esplanade DOCKLANDS VIC 3008,Docklands,Locker Room Cafe,Part Ground 140 Harbour Esplanade DOCKLANDS VIC 3008,Cafes and Restaurants,20,144.9475602,-37.81674198,"-37.81674197865, 144.94756024120727"
2022,673-675 La Trobe Street DOCKLANDS VIC 3008,Docklands,Ilza,"Shop 103, 673 La Trobe Street DOCKLANDS VIC 3008",Cafes and Restaurants,28,144.9474926,-37.8148999,"-37.81489990395, 144.9474926474515"
2022,Bourke Junction 700-704 Bourke Street DOCKLANDS VIC 3008,Docklands,Story Coffee & Food Store,Shop 3 Concourse 700 Bourke Street DOCKLANDS VIC 3008,Cafes and Restaurants,16,144.9493646,-37.81714507,"-37.81714506566416, 144.94936462985"
2022,Bourke Junction 700-704 Bourke Street DOCKLANDS VIC 3008,Docklands,Ichi Maki,Shop 1B Concourse 700 Bourke Street DOCKLANDS VIC 3008,Cafes and Restaurants,60,144.9493646,-37.81714507,"-37.81714506566416, 144.94936462985"
2022,Bourke Junction 700-704 Bourke Street DOCKLANDS VIC 3008,Docklands,90 Secondi,Shop 1A Concourse 700 Bourke Street DOCKLANDS VIC 3008,Cafes and Restaurants,90,144.9493646,-37.81714507,"-37.81714506566416, 144.94936462985"
2022,Victoria Point 744-770 Bourke Street DOCKLANDS VIC 3008,Docklands,Katsu House,Shop 9 Level 4 Concourse 744 Bourke Street DOCKLANDS VIC 3008,Cafes and Restaurants,28,144.9473509,-37.81812972,"-37.81812972055, 144.94735092900342"
2022,Victoria Point 744-770 Bourke Street DOCKLANDS VIC 3008,Docklands,Noulboo,768A Bourke Street DOCKLANDS VIC 3008,Cafes and Restaurants,98,144.9473509,-37.81812972,"-37.81812972055, 144.94735092900342"
2022,Victoria Point 744-770 Bourke Street DOCKLANDS VIC 3008,Docklands,Simply Indian,764 Bourke Street DOCKLANDS VIC 3008,Cafes and Restaurants,12,144.9473509,-37.81812972,"-37.81812972055, 144.94735092900342"
2022,Victoria Point 744-770 Bourke Street DOCKLANDS VIC 3008,Docklands,Origami Sushi & Noodles,Shop 8 Level 4 Concourse 744 Bourke Street DOCKLANDS VIC 3008,Takeaway Food Services,4,144.9473509,-37.81812972,"-37.81812972055, 144.94735092900342"
2022,Victoria Point 744-770 Bourke Street DOCKLANDS VIC 3008,Docklands,Souperman Cafe and Kitchen,Shop 11 Level 4 Concourse 744 Bourke Street DOCKLANDS VIC 3008,Cafes and Restaurants,14,144.9473509,-37.81812972,"-37.81812972055, 144.94735092900342"
2022,706-738 Bourke Street DOCKLANDS VIC 3008,Docklands,Tukk & Co,Shop 8 Concourse 720 Bourke Street DOCKLANDS VIC 3008,Cafes and Restaurants,20,144.9491036,-37.8179124,"-37.8179124004, 144.94910359864056"
2022,706-738 Bourke Street DOCKLANDS VIC 3008,Docklands,Salud Espresso Bar,Shop 10 Park Level 720 Bourke Street DOCKLANDS VIC 3008,Cafes and Restaurants,30,144.9491036,-37.8179124,"-37.8179124004, 144.94910359864056"
2022,706-738 Bourke Street DOCKLANDS VIC 3008,Docklands,Hawkers Corner And Krabbys Crab Boil,Shop 6 Concourse 720 Bourke Street DOCKLANDS VIC 3008,Cafes and Restaurants,60,144.9491036,-37.8179124,"-37.8179124004, 144.94910359864056"
2022,Site One 747-757 Bourke Street DOCKLANDS VIC 3008,Docklands,Chilli India,79 Batmans Hill Drive DOCKLANDS VIC 3008,Cafes and Restaurants,70,144.947992,-37.81938088,"-37.8193808754, 144.94799200964053"
